2017 NAICS Code	Establishment age code	Year	Number of firms	Number of establishments	Number of employees	Number of establishments born during the last 12 months	Number of establishments exited during the last 12 months	id	Rowguid
315240	10	1996	23934	24848	382059	24848	0	0100000US	AF5AF4A0-68B0-67D1-6571-50DB67314A1B
316998	20	1996	20104	20942	447957	0	5186	0100000US	7A1C0FB2-99FE-4B40-37ED-6FC269AB8719
327320	30	1996	17607	18350	455660	399	3269	0100000US	F61C608B-58ED-1A94-29DF-0E0A07040430
327320	40	1996	15119	15749	414590	394	2427	0100000US	04055BF8-78DE-115E-6A12-01322BDF1501
31-33	50	1996	13422	13914	446235	298	1724	0100000US	E3C7B596-0284-3748-3D7D-B30A60C35D85
31-33	60	1996	12646	13263	372998	286	1471	0100000US	1B854390-52C7-26A5-131D-380592D46F6D
326291	70	1996	58027	63742	2488881	1118	5336	0100000US	AA72E857-A1D2-38A4-41D3-770D970B577E
31-33	80	1996	41111	44558	2004047	510	2901	0100000US	4588C86E-47E8-4B61-2C95-F93164398EB8
331420	90	1996	25943	27894	1354117	267	1551	0100000US	95F31478-4208-7F2D-3FB9-3B96EA504E4D
31-33	150	1996	81211	95148	7767956	515	4505	0100000US	78240A3B-8D97-55DB-A472-939478FA7E7C
31-33	1	1997	292545	337948	16361886	28275	29288	0100000US	86CA22AB-03CC-9963-96E6-EC66E6D32E3C
311211	10	1997	23580	24471	431707	24471	0	0100000US	82BBEAF3-A29B-4217-826C-9189B4973BA7
31-33	20	1997	19123	19886	398836	0	4959	0100000US	ABB58F38-5C9B-5F47-2704-43BB96EE76B9
31-33	30	1997	17452	18182	446336	456	3223	0100000US	0B666764-0463-38AF-0710-52EAC3ED9021
321920	40	1997	15702	16352	456106	400	2396	0100000US	D1FA606B-0051-1324-1392-53B6B9649C14
31-33	50	1997	13664	14229	409057	314	1837	0100000US	57F20F0F-390D-72F1-8737-9E0F93B53C06
324121	60	1997	12424	12856	447220	251	1385	0100000US	F7078851-964D-A385-3BFE-377496999D4B
31-33	70	1997	55906	61054	2287663	1043	5592	0100000US	AFBD75E7-6655-4A83-7859-C307689641EB
311520	80	1997	41861	45471	2148732	496	3160	0100000US	D2BABA83-21B7-3A17-6C43-CD4504CE7E6E
31-33	90	1997	32395	34992	1755454	344	2097	0100000US	E087FC0F-633E-66F0-89E3-932895C67D13
315220	150	1997	77192	90455	7580775	500	4639	0100000US	73A036EC-43BC-5176-171B-7B04E2D7513F
31-33	1	1998	294325	340671	16711134	27760	26525	0100000US	FBD13582-6490-4C8D-8A71-46099C5827BE
31-33	10	1998	22774	23948	458999	23948	0	0100000US	5437C060-35BC-3090-4D10-21BA74766005
315240	20	1998	19243	20090	463813	0	4359	0100000US	1AABD47D-1CC6-8DAF-84F1-1D123ED46B26
316998	30	1998	16687	17388	398192	413	2948	0100000US	1783A71E-4051-7E40-3520-67F36BA51FD0
327320	40	1998	15602	16286	450756	358	2304	0100000US	1D5FE41D-367C-4827-5BBF-EC50375456D9
327320	50	1998	14290	14906	452751	310	1810	0100000US	0DB2C6F4-1BD3-7294-432B-3E8625BB3A3B
31-33	60	1998	12596	13117	394782	256	1370	0100000US	9EB043BA-927D-70A3-7FBD-2F40E4B17085
31-33	70	1998	54594	59303	2264906	1024	4863	0100000US	CBCA12EE-086F-5959-9B68-C6DF61186B1B
326291	80	1998	43257	47181	2223636	595	2884	0100000US	91326CCD-795B-4DA6-0DFB-906FFD47643F
31-33	90	1998	31631	34071	1768555	324	1772	0100000US	90F9C62B-2071-69E9-3CAF-594BF36D6725
331420	100	1998	6327	6679	369790	64	354	0100000US	2457356B-360A-9573-7632-16FB3FA05E27
31-33	150	1998	74839	87702	7464954	468	3861	0100000US	11780A8F-2830-9903-1687-7097AB986429
31-33	1	1999	290178	337124	16460120	24731	28067	0100000US	EDCA1849-904C-61BB-85EC-DCF027DC4C8C
311211	10	1999	19598	20766	407680	20766	0	0100000US	D70AFC11-032F-7080-20C7-69B85082A1D6
31-33	20	1999	18444	19506	465303	0	4500	0100000US	9D73F716-0203-9FC6-4B93-51ECE5EC7D59
31-33	30	1999	16714	17516	433991	507	3053	0100000US	B5EAD4FE-5322-66DF-43D1-3ECD4DD25A79
321920	40	1999	14864	15506	384143	415	2310	0100000US	DFC8B9AD-816E-7469-4230-48B28854259C
31-33	50	1999	14095	14704	431983	325	1899	0100000US	6A88D275-6641-0BF3-934E-5238FF417F43
324121	60	1999	13032	13633	437457	318	1580	0100000US	8B0A752A-9341-06C9-237A-AED07371A2FD
31-33	70	1999	52634	56667	2049107	979	4994	0100000US	F5C437C1-1F8D-30EF-1D4C-0BC14CC4683B
311520	80	1999	44640	49104	2341901	596	3201	0100000US	BB630BBC-7D94-62D6-98AE-096638AF220B
31-33	90	1999	30663	33166	1682241	280	1877	0100000US	0F9F21AD-1269-0CB8-4344-731D38AC6D44
315220	100	1999	11833	12516	668519	118	705	0100000US	0B1B0D4A-664B-20ED-8191-885E0FF0911E
31-33	150	1999	71638	84040	7157795	427	3948	0100000US	2BF4961F-2E38-05C8-4CF5-71FE476C25CD
31-33	1	2000	285603	332845	16373179	24169	27782	0100000US	EE3FA966-31AF-9F5F-176F-2C7FEFD02AB6
315240	10	2000	19008	20305	441954	20305	0	0100000US	DE359F75-852C-3FBC-954A-58F542BC57B9
316998	20	2000	15737	16777	414403	0	3893	0100000US	B529724B-7A21-6D13-06DE-27444978835F
327320	30	2000	16137	17094	461866	478	2889	0100000US	D48B7CCF-1E59-A02D-1BAF-7868196A30ED
327320	40	2000	14921	15632	431198	446	2288	0100000US	D6252E4F-847F-925A-3FDF-E41768BC4559
31-33	50	2000	13412	14019	369044	322	1755	0100000US	A798A1C7-6FC9-69F8-803B-1B0FEAE79E13
31-33	60	2000	12760	13318	411083	268	1622	0100000US	4B10C5D0-03F3-2534-0B77-FE49FC9BA48D
326291	70	2000	51053	54921	1958603	951	5019	0100000US	2887CA3B-5B83-9B8F-A18B-FD4A9CBC6433
31-33	80	2000	45341	49903	2378020	557	3466	0100000US	DA47CC22-67FE-9E62-7C17-CA56FB8713B5
331420	90	2000	30523	33156	1700668	310	1971	0100000US	20CAB7F8-3EC4-020B-3E1A-115C6C1B0D96
31-33	100	2000	16230	17344	927670	133	997	0100000US	29E6869F-293C-8A88-5FC0-C339B16D4A25
31-33	150	2000	68468	80376	6878670	399	3882	0100000US	ABDA48C6-0DDA-387A-58FE-FD2E23264686
311211	1	2001	284859	332190	15901839	24042	27784	0100000US	06428818-1E25-19FB-8066-1B7934145B10
31-33	10	2001	18477	19813	389104	19813	0	0100000US	90D528FA-2CFC-1864-2008-E77A4B703E15
31-33	20	2001	15739	16940	441397	0	3916	0100000US	940386E9-3493-1CAD-6C66-7EFBC64E7342
321920	30	2001	14059	15052	401004	432	2422	0100000US	3C9A6FDB-7FB6-65DC-1B8B-CB7F42CD72A6
31-33	40	2001	14619	15482	449083	439	2208	0100000US	4104CAF4-3035-03FB-618B-9B244E3B2E71
324121	50	2001	13704	14374	410842	392	1822	0100000US	514798A2-7CE2-7A3E-41CE-6E05E5339303
31-33	60	2001	12425	12984	341737	323	1559	0100000US	A4D6BEB9-0AA7-1BEC-1160-64AF6E52A676
311520	70	2001	50661	54321	1870590	1128	5226	0100000US	3D9FE61B-98B9-35E0-090C-3E1294040EAA
31-33	80	2001	44038	48380	2197082	595	3421	0100000US	3ABD2295-392B-91D8-53BD-A40F25AB29C8
315220	90	2001	32538	35356	1747347	341	2081	0100000US	E35459A0-9A27-078E-6508-9F6FAC935610
31-33	100	2001	20778	22371	1192378	164	1232	0100000US	B1F010D1-030B-9FBF-1598-CC71A7902E62
31-33	150	2001	65825	77117	6461275	415	3897	0100000US	224ABB92-27AD-7BD6-8C1D-86DC08DB2BC5
315240	1	2002	282948	329782	14523927	24236	33051	0100000US	F5543644-8084-6B4B-4093-A41F6877846C
316998	10	2002	18506	19593	396764	19593	0	0100000US	816E8D19-513E-996F-2B3F-C790DCBB2C64
327320	20	2002	14495	15608	343827	0	4266	0100000US	DF32553A-2707-6481-02D6-6B9325991EC4
327320	30	2002	13596	14647	386430	446	2775	0100000US	34B07817-48D8-9BF6-6295-0CCA2F4069D8
31-33	40	2002	12447	13307	340999	404	2163	0100000US	A9B72E91-0A16-347A-71C8-D9AD66AE8EDD
31-33	50	2002	13150	13917	381854	394	1964	0100000US	ED570B1B-413F-0061-A555-964AF1AA325F
326291	60	2002	12695	13264	368150	348	1918	0100000US	D4529E78-7938-7F5B-48AE-B62E3904460B
31-33	70	2002	50638	54238	1684546	1188	6147	0100000US	7A283F5C-17E1-1DEE-3CA8-7D3D177C652F
331420	80	2002	42712	46718	1828909	650	4024	0100000US	35A32550-2173-0636-01DD-ABCA8D45059A
31-33	90	2002	33498	36377	1660420	434	2808	0100000US	15885A39-12AE-2315-7F77-5B42FF7E7540
31-33	100	2002	26254	28386	1395968	292	2067	0100000US	C2FC0462-54E4-46BF-514D-6EC2AF160971
311211	150	2002	63149	73727	5736060	487	4919	0100000US	56AB9806-7611-382A-8E10-F96169517104
31-33	1	2003	276616	322342	14048766	22060	28976	0100000US	5A45224A-994E-197A-6AFA-E3754F7B30E4
31-33	10	2003	16612	17537	277940	17537	0	0100000US	04A6FB06-4038-803E-930B-581E21B92026
321920	20	2003	14740	15701	372677	0	3800	0100000US	206CC263-387C-918A-1F17-C59027621644
31-33	30	2003	12553	13506	314059	415	2466	0100000US	A81770D8-6951-4C64-A044-95D59F180CF4
324121	40	2003	11974	12906	348307	367	2048	0100000US	240CEBFD-60D4-5808-18CA-2DFBC7CB411A
31-33	50	2003	11245	12005	322761	313	1630	0100000US	95D27172-4501-24FC-7023-44B8541233B2
311520	60	2003	11931	12636	358456	297	1579	0100000US	9AF24D01-8477-09E0-1E07-CC772D0033CA
31-33	70	2003	49965	53585	1594737	1152	5585	0100000US	B0141B8C-2EDD-A3AB-3305-C39E03570784
315220	80	2003	41147	44715	1742051	679	3421	0100000US	7712C901-9E7B-6B52-71FD-5A0A5FD24EB5
31-33	90	2003	34119	37104	1653661	456	2486	0100000US	E5795C3D-9C45-0F19-5A29-A1B1370A9531
31-33	100	2003	25224	27200	1324717	286	1672	0100000US	3D0C07F0-8E3F-79CF-9732-1581B47C509B
315240	110	2003	4965	5248	274876	55	324	0100000US	8E74E021-8FDD-8393-654E-140B00E2A2DF
316998	150	2003	60199	70199	5464524	503	3965	0100000US	A5BDF76D-2AB9-16AC-71EF-45830EB94660
327320	1	2004	273530	318476	13722079	22185	26717	0100000US	BE27AF2F-26CF-1785-8D70-C7A3F44D24AD
327320	10	2004	16964	17909	285166	17909	0	0100000US	19649024-10C4-89EE-7FE8-6178DDB5857F
31-33	20	2004	13566	14376	271996	0	3457	0100000US	F04E439E-4C60-2CE2-3CCA-8476428422D5
31-33	30	2004	13016	13860	351669	379	2299	0100000US	F4D15A5E-659A-2183-1866-7B7C1F9C5868
326291	40	2004	11221	12083	301260	351	1794	0100000US	BB5E9D86-1DCF-4E2A-32F3-EA6B4AAE6D94
31-33	50	2004	10901	11749	332455	347	1547	0100000US	9F1B4639-349E-2DC0-8EFB-A7EF9E980D04
331420	60	2004	10249	10948	310253	253	1355	0100000US	62CDD956-A276-9559-41E1-A717629A2761
31-33	70	2004	49242	53056	1602936	1056	5151	0100000US	36722D72-23C6-1F69-3AB1-6A7A585166B8
31-33	80	2004	39639	42659	1548672	629	3072	0100000US	5EE6DF73-9EEC-6009-A201-8D4ACAE88BEA
311211	90	2004	35152	38506	1752357	480	2414	0100000US	742A2491-57CF-1533-03C8-E1D874063D0F
31-33	100	2004	24486	26428	1268841	233	1538	0100000US	FFDE06EE-4636-3748-9DD0-6B8BB7668CFB
31-33	110	2004	9335	9858	504427	85	569	0100000US	2A1E2B27-42AA-118C-3D38-EBC25C000801
321920	150	2004	57577	67044	5192047	463	3521	0100000US	548E6CD2-7605-6182-6E30-94E4C3ED5670
31-33	1	2005	269305	313809	13650122	22137	25782	0100000US	32F4C312-5139-3193-2C7D-1B7D136824EE
324121	10	2005	16543	17533	257399	17533	0	0100000US	73CEAADF-4DFB-28C8-7AEA-EC6525F80153
31-33	20	2005	13598	14296	265750	0	3472	0100000US	D95D0F8D-095E-2EE7-A1C0-F5904CCD9FCA
311520	30	2005	11768	12458	263421	390	2209	0100000US	F17E6494-03A0-35F6-8BBA-D11DD4767977
31-33	40	2005	11749	12481	346024	350	1692	0100000US	D55B40DE-2063-9A00-2F58-450151E96455
315220	50	2005	10166	10972	298691	335	1348	0100000US	B85A0B03-896C-6AEE-9F6A-5BDDEFF63729
31-33	60	2005	9917	10700	322508	301	1229	0100000US	CE58C8BE-9752-A336-79BB-879EE624690A
31-33	70	2005	46858	50764	1553319	1136	4798	0100000US	DD38607C-2559-1FD0-928E-B3FA91E57B2F
315240	80	2005	38200	41007	1497684	688	3015	0100000US	AEB0EC9A-2584-84A6-027E-38D349318522
316998	90	2005	35692	39132	1793681	498	2569	0100000US	4142D0C5-891B-66D5-A5CC-0E838426673B
327320	100	2005	24500	26511	1302006	300	1475	0100000US	03FE9916-3172-4875-8D14-016B5A9015E6
327320	110	2005	12958	13803	703746	126	779	0100000US	4D49CE5C-02A8-52A9-1555-E3DA1CD0299B
31-33	150	2005	55053	64152	5045893	480	3196	0100000US	93EA4379-6EC3-0BEA-9F8C-6215CE169EB3
31-33	1	2006	268640	313572	13611611	25088	26083	0100000US	9DCE3364-8FD1-349F-7ACF-FFF6B00518AE
326291	10	2006	19095	20468	302129	20468	0	0100000US	3D577758-236D-57F8-22F2-5B2AA301115E
31-33	20	2006	13809	14605	261613	0	3263	0100000US	861E9939-208A-257B-811B-AD68DC694FA8
331420	30	2006	12194	12830	269017	434	2104	0100000US	429F49A7-5B8F-53F0-747A-DFB92961290E
31-33	40	2006	10674	11301	260315	305	1643	0100000US	9E46FBC3-833B-8778-72BE-977F26B462C5
31-33	50	2006	10680	11360	336638	289	1434	0100000US	A7BBA2FA-4745-3C7B-64B6-19F924BB7BBE
311211	60	2006	9286	10009	293943	297	1253	0100000US	1EA63080-0B7C-7F3C-2E7E-5ED822097EBC
31-33	70	2006	44303	48397	1540282	1149	4734	0100000US	4D1B6124-3B8E-6C18-3556-B0C0734F585F
31-33	80	2006	37344	40028	1471463	678	3176	0100000US	E0CE3AD8-1902-5BA0-5618-E96B50A5001E
321920	90	2006	34289	37625	1723802	534	2501	0100000US	6CE05276-7B5A-3200-2B38-A25763A9090A
31-33	100	2006	25770	27916	1343241	321	1672	0100000US	A54213AF-1440-80B4-7964-B0A3A81E57DE
324121	110	2006	16539	17801	941338	198	1057	0100000US	0A0345F7-9A3C-9431-0C3D-2C38C68679AF
31-33	150	2006	52506	61232	4867830	415	3246	0100000US	FA3C36DF-2B1F-A15C-0957-34C559819931
311520	1	2007	269146	313934	13337202	21767	24650	0100000US	5F89F34C-462A-86AE-0C69-1D2CE995363E
31-33	10	2007	16960	17707	247881	17707	0	0100000US	577888BB-8E57-2FFE-3745-13BF81F48939
315220	20	2007	15807	16988	287248	0	3452	0100000US	88D2F72D-0262-57A3-4E1C-AF654B4E7F37
31-33	30	2007	12213	12934	256360	299	1955	0100000US	FF7447FF-2873-7D14-6DD1-1DCA9830A0D7
31-33	40	2007	10923	11525	261200	287	1566	0100000US	A2829BBE-598B-8B83-0A33-2C4CEB3F3BB6
315240	50	2007	9770	10312	242315	265	1250	0100000US	36BECAE0-5F7E-6B4F-82FD-BB339F3C93A2
316998	60	2007	10116	10779	328554	238	1056	0100000US	3839FF29-8123-298F-9145-3CA3B0046610
327320	70	2007	42577	46962	1531948	983	4140	0100000US	A8CC30D5-0661-1E35-2E81-65CE40D006BE
327320	80	2007	37709	40365	1442973	650	2911	0100000US	F4D884CF-24E8-0B07-A3D9-C296C5625C02
31-33	90	2007	33192	36300	1535365	431	2323	0100000US	93139D94-75E1-7E81-6532-1866747BA11A
31-33	100	2007	26456	28672	1396952	298	1698	0100000US	52102372-2602-922C-22B4-377464555601
326291	110	2007	20883	22585	1186373	226	1303	0100000US	41AA2478-22FB-9C3A-2BEE-27675F1E6E1E
31-33	150	2007	50472	58805	4620033	383	2996	0100000US	43FD8B3E-4314-551A-492E-70E6710C98CF
331420	1	2008	260613	304221	12920822	19123	24799	0100000US	0A012A06-8AC2-887D-4D1E-6901622C9D16
31-33	10	2008	15032	15974	228276	15974	0	0100000US	04E1CF12-A36D-0EA0-321A-0BBE9D7A135D
31-33	20	2008	13300	13950	225102	0	3557	0100000US	B77FAF19-35C0-89BA-4C7A-5BD359E16CE4
311211	30	2008	13537	14503	272236	231	2345	0100000US	109497DB-3828-37A1-9741-1049E3E15B2D
31-33	40	2008	10676	11296	239914	181	1547	0100000US	350AEDDD-7AC0-6976-25AA-3617E8A96255
31-33	50	2008	9593	10136	245180	201	1330	0100000US	494307F3-15E5-2BE4-268B-F09762772061
321920	60	2008	8664	9121	227434	139	1074	0100000US	727CD4C6-3CF9-9006-66CD-FA6DB7281442
31-33	70	2008	39777	44016	1447782	729	4142	0100000US	AA7C0ECC-6CA9-234B-96D0-7A2095983F9A
324121	80	2008	36794	39478	1378159	532	3026	0100000US	DDE3F435-650D-7B3B-9EA2-645BD3FF3464
31-33	90	2008	31823	34577	1466204	356	2153	0100000US	715710DC-5ECC-A6C8-4C6E-E5A8D30C59F6
311520	100	2008	26920	29260	1388654	250	1627	0100000US	0BA208AC-6282-8694-36A1-313ABBB83976
31-33	110	2008	23675	25766	1371314	218	1383	0100000US	87E29349-8E1E-3FAD-79B6-D42E69AE90F7
315220	150	2008	48183	56144	4430567	312	2615	0100000US	643C5E84-0DE9-617B-5679-B78BB4FC41A1
31-33	1	2009	250392	292784	11559307	16499	28185	0100000US	36C52355-915F-A3F8-4881-6A11425708E6
31-33	10	2009	12354	13197	192082	13197	0	0100000US	43D9E081-60A7-7F47-2B7B-9F399800A608
315240	20	2009	11701	12363	192299	0	3628	0100000US	860E648C-4214-4D6C-7FF7-BE63D6347A01
316998	30	2009	11012	11584	189510	299	2574	0100000US	E816EBAC-1B69-7454-992F-8865C14C0B6A
327320	40	2009	11739	12576	231844	266	2199	0100000US	EB9445DB-7277-2B77-349D-F01B54657E51
327320	50	2009	9476	10007	205308	211	1575	0100000US	438F3F37-6833-4AB5-96E9-5DDFFE74572C
31-33	60	2009	8631	9113	209957	177	1257	0100000US	72A86660-7821-445A-7271-655ABBB9520A
31-33	70	2009	36732	40482	1202100	710	4513	0100000US	72E34CCC-958E-8D7F-7AA6-D4FC7D1993EE
326291	80	2009	35709	38534	1275319	527	3451	0100000US	9B8F2DE8-3DD9-90BA-72BF-06A07DCA2118
31-33	90	2009	30134	32424	1192394	344	2497	0100000US	24AB1B5C-2F5B-3EAC-584A-C35CC0483BAA
331420	100	2009	27488	30104	1328489	258	1987	0100000US	FD4D6C96-6EE9-542F-2004-E23CC796A17C
31-33	110	2009	26358	28726	1395874	223	1749	0100000US	C1D93EF6-9C31-A22C-8671-A15951F49510
31-33	150	2009	46089	53674	3944131	287	2755	0100000US	8FC6DCD5-3CC1-5818-82A0-E8A6ED683B66
311211	1	2010	241529	282700	10829797	16326	26369	0100000US	C4B7936F-6D26-98CE-588C-DA1116115691
31-33	10	2010	11285	12027	166685	12027	0	0100000US	C169ACCE-1F11-3655-2B31-CEBC6FA558CB
31-33	20	2010	9712	10417	175235	0	2753	0100000US	7AC4ACDB-9958-5927-9059-DD2A88DE93F7
321920	30	2010	9989	10557	175977	323	2141	0100000US	09AF8EFC-4C11-1134-41C0-AAAF1B1A96FC
31-33	40	2010	9628	10136	170600	390	1855	0100000US	8AB134FD-8D5F-186C-4F98-E57823484863
324121	50	2010	10417	11164	208862	342	1774	0100000US	CE3D5A3E-41AF-21CD-7CC2-22E79CCE99A9
31-33	60	2010	8553	9040	184875	239	1267	0100000US	BF829BA6-11BA-5BE0-0993-34DB89D520F7
311520	70	2010	35279	38690	1067192	873	4219	0100000US	3C3E1E4B-50E1-031E-1435-6550341C7972
31-33	80	2010	33634	36529	1149702	700	3312	0100000US	833FE332-3B60-A37F-2C52-CA66783B0283
315220	90	2010	28660	30715	1088330	467	2412	0100000US	11506F25-6672-9B71-3124-D8850ACA7521
31-33	100	2010	27798	30440	1294586	342	2032	0100000US	6BAA3382-81D2-9FEB-A209-1DE02F4550B3
31-33	110	2010	28927	31701	1477830	314	1961	0100000US	E75642EF-8C9C-235E-924E-308947C65802
315240	150	2010	44089	51284	3669923	309	2643	0100000US	A781CA67-42CC-809C-8CB6-0C7B544F2835
316998	1	2011	238562	279265	10926328	17950	21706	0100000US	A8592278-5050-23F0-51CE-AE40D0236994
327320	10	2011	12369	12895	153572	12895	0	0100000US	C54B9546-366A-4815-2509-017DC2882B74
327320	20	2011	9120	9755	158919	0	2314	0100000US	E9ADF14D-8E78-889F-6ABC-8981BCB427D4
31-33	30	2011	8750	9382	175574	338	1443	0100000US	FF976F4F-4021-90E5-8629-C9598DFA1188
31-33	40	2011	9166	9677	170008	409	1354	0100000US	3DA4F5E1-9959-6F35-6DFB-82DD56C382BD
326291	50	2011	8819	9284	173797	371	1269	0100000US	691E86EF-106A-A4EA-1FC8-1E72CAF70482
31-33	60	2011	9675	10360	211493	355	1201	0100000US	23D727C3-136A-0CBF-4066-8FDED3E51B90
331420	70	2011	34782	37970	1033885	1002	3619	0100000US	3D1880D5-8A10-901B-2795-5578E5B24B4B
31-33	80	2011	31942	34981	1164429	806	2618	0100000US	A9A72261-9E60-7C08-863A-B92BED7F5D49
31-33	90	2011	28174	30168	1094721	545	1995	0100000US	A5B95A2B-6EF4-9C4E-94CC-9755520E6A5A
311211	100	2011	26685	29247	1263958	406	1729	0100000US	DEE414CE-0D0F-312C-A25C-2F10715A50E7
31-33	110	2011	32885	36145	1708280	433	1939	0100000US	59BD340E-5CF6-5970-7344-A253550D9EB3
31-33	150	2011	42472	49401	3617692	390	2225	0100000US	CF0B13AF-4CED-8B4C-366B-5ADBBEA8559C
321920	1	2012	239601	280127	11159235	18168	19303	0100000US	BD815C2B-0110-0E29-81C3-0B1710B24421
31-33	10	2012	13071	13466	152929	13466	0	0100000US	12F15CEA-4573-3015-3C67-28C61D84913C
324121	20	2012	10184	10664	158294	0	2210	0100000US	22238EEE-811D-2305-3C5D-A0A217135FE3
31-33	30	2012	8173	8747	162447	279	1273	0100000US	FB1B83F1-0359-27E8-A1FE-AA1593D60A09
311520	40	2012	8036	8626	175850	294	1038	0100000US	B7C5E6BB-93A0-290D-1FD4-5ADF97CB3794
31-33	50	2012	8554	9027	177521	326	950	0100000US	0BF5B60B-28D5-1707-9385-6A94C40D9A5B
315220	60	2012	8471	8884	181642	304	921	0100000US	D78CA882-26F0-55F5-98A7-B44F4D313848
31-33	70	2012	36769	40053	1054851	1045	3332	0100000US	67236014-7F3C-9666-78E4-4DAC296C4F8D
31-33	80	2012	30649	33856	1206163	700	2305	0100000US	613EFEBF-2698-327E-3CB7-99B592EF9F27
315240	90	2012	28324	30310	1115402	563	1754	0100000US	3C0AF450-089B-05EE-8DF6-562356B30B6C
316998	100	2012	25625	28032	1190752	386	1553	0100000US	8C2C7BFB-711E-721C-58F2-F86E07898E2C
327320	110	2012	36753	40606	1980295	460	2028	0100000US	A8DD1A1A-734F-A5A1-56B3-F9772DECA0D1
327320	150	2012	41125	47856	3603089	345	1939	0100000US	DF9FB4FC-95BB-08B7-0DE3-3209D6400832
31-33	1	2013	235157	275190	11214938	16866	19150	0100000US	AB5AEB41-72D5-300A-9991-BED0386E1018
31-33	10	2013	12524	12954	155428	12954	0	0100000US	FD7EA429-3E06-4A8F-7BA4-114E6A574341
326291	20	2013	10359	10728	152510	0	2475	0100000US	57F56D0B-30EF-3B2F-669D-1627D73F89EF
31-33	30	2013	8980	9410	162038	288	1347	0100000US	318F35B6-A535-3CAA-8967-1D6044D420DF
331420	40	2013	7324	7825	157546	205	987	0100000US	1A364EB9-41D5-1218-1E98-8F5DE6B73A34
31-33	50	2013	7235	7797	176376	214	888	0100000US	0D62DA6A-532F-558D-6A04-FC371F8B50D1
31-33	60	2013	7853	8285	175559	245	848	0100000US	211F1519-8E02-93B2-5195-683DCA9C5D6A
311211	70	2013	35483	38540	987312	878	3191	0100000US	604CDF88-8A67-9269-6309-B4BB14515FA1
31-33	80	2013	29226	32437	1192153	585	2168	0100000US	346DEB42-09EF-56E3-2FA8-03D1665B4F42
31-33	90	2013	28029	30057	1127842	427	1807	0100000US	A17A765E-4BF7-7C97-7F9F-60035E494A68
321920	100	2013	24930	27078	1188510	348	1470	0100000US	9A1084E8-941E-97FB-3140-53A28EB37A2B
31-33	110	2013	39654	44034	2196886	425	2036	0100000US	73BE1DE7-666F-6A98-97D0-A4D9E45E651A
324121	150	2013	39554	46045	3542778	297	1933	0100000US	CA64E804-8C98-1D9D-0662-AAF171560015
31-33	1	2014	235435	275989	11347152	17551	18060	0100000US	14BD6862-A678-6E99-0B53-2D6C408413A5
311520	10	2014	12953	13676	187318	13676	0	0100000US	5449FD87-6028-6719-1915-52A5DC59A531
31-33	20	2014	10208	10592	157356	0	2273	0100000US	B4B1125B-0B85-9713-34B8-116129FAA15B
315220	30	2014	9289	9640	160403	263	1392	0100000US	1C375274-938F-0C02-9C7A-9F93A14A564F
31-33	40	2014	8249	8653	160338	246	1067	0100000US	DBDBC668-4890-4697-6B3B-5F6D41974165
31-33	50	2014	6844	7322	162514	191	761	0100000US	AEC36AC2-5C82-4853-8128-12E338208A62
315240	60	2014	6832	7353	179410	182	694	0100000US	F04F68BF-14B8-3FFC-8949-96CDE8051256
316998	70	2014	35592	38622	962049	929	3054	0100000US	A656A2D5-075E-2D0F-74F7-8FCFAD1F4723
327320	80	2014	28098	31105	1138957	514	1839	0100000US	7DE7FE63-1A97-2273-38A1-3CE269EA4955
327320	90	2014	28208	30443	1165135	457	1652	0100000US	039FF84B-67CE-1DC1-4834-B30CC8261E05
31-33	100	2014	24161	26007	1115396	345	1291	0100000US	45347382-7785-9152-476D-9ED6C39090DC
31-33	110	2014	42836	47924	2461833	455	2280	0100000US	3C7CC7BF-17EB-9146-445A-A447326F1EC0
326291	150	2014	38323	44652	3496443	293	1757	0100000US	F9910F28-54A0-08F8-63D5-B53ED6947FE4
31-33	1	2015	234928	276196	11539467	18086	17973	0100000US	EB1A68D9-72EC-5EB3-4FEC-47E2236A88D1
331420	10	2015	13515	14316	183098	14316	0	0100000US	41B7B694-1A25-1447-6077-76A6E365934F
31-33	20	2015	10786	11448	190901	0	2289	0100000US	F9A1FE49-31E4-6A5B-8E9D-B13ADC0564D9
31-33	30	2015	9184	9531	158170	291	1386	0100000US	1F7A622E-5E08-5007-4400-01C2F1761EB2
311211	40	2015	8529	8847	165523	244	1058	0100000US	6E1D03C9-83CB-2DEE-6DEA-2242357760D9
31-33	50	2015	7632	8007	162024	201	893	0100000US	49F3F849-5B67-8D3F-7EC9-539EC07959DB
31-33	60	2015	6326	6772	160216	159	706	0100000US	511F273B-652B-25BF-8734-8A7DAF2E7114
321920	70	2015	34214	37289	960858	847	2817	0100000US	67D3FA6B-1FD3-7A27-7564-C745981232C2
31-33	80	2015	27602	30510	1105039	491	1820	0100000US	496E6A9D-1C60-3E84-20A6-D5BEBEAD503E
324121	90	2015	27304	29725	1154712	439	1572	0100000US	F4CEE23F-229A-4735-225B-713C1E601C8F
31-33	100	2015	23296	25074	1103572	322	1378	0100000US	1E82DA03-69AA-0B4E-94B8-A9AC040D0447
311520	110	2015	45778	51439	2709822	519	2395	0100000US	FF53DFCB-5228-7392-947D-7293532A7FAA
31-33	150	2015	37016	43238	3485532	257	1659	0100000US	6FBDCED8-A192-22D2-76B5-E7A648561042
315220	1	2016	234204	276174	11536552	18019	18063	0100000US	AE9A04DF-A363-A2A6-10B8-E94D3F6C1918
