2017 NAICS Code	Establishment age code	Year	Number of firms	Number of establishments	Number of employees	Number of establishments born during the last 12 months	Number of establishments exited during the last 12 months	id	Rowguid
327320	10	2018	12376	14215	210330	14215	0	0100000US	02D4C367-16EE-A7BB-4BF5-BECAAEC19AD4
327320	20	2018	11115	11802	189128	0	2509	0100000US	3EC0D6B9-171E-078D-0411-1FB113DF532E
31-33	30	2018	10207	10919	171462	306	1460	0100000US	F4738116-1C7B-3CDD-96F4-29927E3F7CAD
31-33	40	2018	9280	9932	190102	257	1120	0100000US	8803AAC5-6190-8BB8-7692-46CBADA8A3A5
326291	50	2018	8266	8801	194444	209	885	0100000US	1EA0F796-00AB-7515-0A4B-B5D68E2A8106
31-33	60	2018	7195	7480	158451	177	730	0100000US	6A3478D2-147E-6285-1509-80588883721C
331420	70	2018	28905	31363	835934	661	2526	0100000US	37BFF7DA-22A3-14FE-5DE3-F4B8D31F891E
31-33	80	2018	27801	30472	990961	471	1853	0100000US	850594A7-5803-A42E-4711-0A40C5BB0BE7
315240	90	2018	23711	26581	1160996	375	1462	0100000US	55350E30-146B-956D-2FD6-125BA8D80140
316998	100	2018	22776	24617	1110066	327	1381	0100000US	2D5BC41E-7DE3-4BDC-4172-A48945A04443
327320	110	2018	51743	58881	3261014	515	2827	0100000US	04D8B495-15C0-3B11-7F27-B701F4F74CC7
327320	150	2018	32995	38903	3386524	249	1568	0100000US	FB05A4A2-7053-1ECC-A1BB-2ABA361B0F1F
31-33	30	1978	0	0	0	0	0	0100000US	19B7A20C-A4B0-3435-3920-35D915672816
31-33	40	1978	0	0	0	0	0	0100000US	854484E2-3B17-246D-A0B3-FD418D4F9836
311211	50	1978	0	0	0	0	0	0100000US	A4B6E1A1-480E-3F78-2FAC-E55B5D513CBF
31-33	60	1978	0	0	0	0	0	0100000US	86051AA2-5877-03A0-4534-8A84C1BD3AE9
31-33	70	1978	0	0	0	0	0	0100000US	C05CBF67-9743-86DE-6D76-FCC76E2555A5
321920	80	1978	0	0	0	0	0	0100000US	756417A3-5CBA-88D5-90A9-956BA6F90E3A
31-33	90	1978	0	0	0	0	0	0100000US	C56F6848-9FE7-7B2B-3A87-1AACE0071F13
324121	100	1978	0	0	0	0	0	0100000US	BC52EF46-6D2F-2C3A-760A-D58015D25185
31-33	110	1978	0	0	0	0	0	0100000US	B04DAF15-89F5-7419-84D3-001F48931B17
311520	40	1979	0	0	0	0	0	0100000US	50C76081-18D9-9E90-96FC-AF85F0975024
31-33	50	1979	0	0	0	0	0	0100000US	705C2E03-13B2-75C3-34BB-382CEADD2B82
315220	60	1979	0	0	0	0	0	0100000US	10BC7482-7F61-5E0A-51D4-1660444DA51D
31-33	70	1979	0	0	0	0	0	0100000US	335BEF06-1E25-27A2-1FE2-920C4AB93B38
31-33	80	1979	0	0	0	0	0	0100000US	4C23F09A-814E-083F-5C52-894C32DA1777
315240	90	1979	0	0	0	0	0	0100000US	3102A6FD-1E63-5CB0-7FD5-56FAD9357BF5
316998	100	1979	0	0	0	0	0	0100000US	29E31641-4C2D-9C65-8BDF-D7B5CEF8369A
327320	110	1979	0	0	0	0	0	0100000US	00E7870A-5B54-6D4C-1ED1-FAA5EAC289EF
327320	50	1980	0	0	0	0	0	0100000US	7BF9F72C-00FE-4152-8353-F19A75BC02EE
31-33	60	1980	0	0	0	0	0	0100000US	5C2D0557-0B3A-8C79-48F0-64FDA7915615
31-33	70	1980	0	0	0	0	0	0100000US	A7988895-66B7-5982-9350-E687D0CF5BE9
326291	80	1980	0	0	0	0	0	0100000US	893F28E3-349F-5BE2-6E30-0F1B3A010D8A
31-33	90	1980	0	0	0	0	0	0100000US	647FB591-6EA0-2659-1082-40D1531E3F2C
331420	100	1980	0	0	0	0	0	0100000US	89454EA0-016C-365E-4282-1D7E00005DA9
31-33	110	1980	0	0	0	0	0	0100000US	C9B1A399-2F75-06F5-1ED2-A4ADF6C989A1
31-33	60	1981	0	0	0	0	0	0100000US	AF80E440-199B-6008-57FE-C2E0EF8732AA
311211	70	1981	0	0	0	0	0	0100000US	7307DCD8-875D-930B-313C-4C5270423B0A
31-33	80	1981	0	0	0	0	0	0100000US	B3347194-9088-661A-6D61-7D14FD165012
31-33	90	1981	0	0	0	0	0	0100000US	474906B3-4BC8-7AEC-29D4-A5FECEE02ADE
321920	100	1981	0	0	0	0	0	0100000US	84536B41-3E9B-A501-8F7C-C25BE013531D
31-33	110	1981	0	0	0	0	0	0100000US	48B6D720-8EB0-0566-00EC-74BB07083E49
324121	70	1982	0	0	0	0	0	0100000US	E0291AC7-621C-9788-58A9-AADA14AB3F7F
31-33	80	1982	0	0	0	0	0	0100000US	A228CDCD-49F8-A195-0E3A-2840FD0B22D3
311520	90	1982	0	0	0	0	0	0100000US	46E57B6D-0D06-2884-3B6B-37EF53E27297
31-33	100	1982	0	0	0	0	0	0100000US	9DB75D03-936A-60F8-6C14-A6B823FD1AEB
315220	110	1982	0	0	0	0	0	0100000US	2A981411-3407-A5E8-272B-08013F242771
31-33	80	1983	0	0	0	0	0	0100000US	3450A207-A65C-A2BA-0D3C-53798EC7873E
31-33	90	1983	0	0	0	0	0	0100000US	95015D23-8D96-11CD-50C6-88C8CCC2618A
315240	100	1983	0	0	0	0	0	0100000US	D727C5E4-2402-A7A3-40C5-68D75090170F
316998	110	1983	0	0	0	0	0	0100000US	9EE16DF6-8E37-83C8-236E-5DEF1B570E9F
327320	80	1984	0	0	0	0	0	0100000US	CD58DE53-60F3-735A-30EF-F10666C70C58
327320	90	1984	0	0	0	0	0	0100000US	555DB5C1-8E2F-0C3F-3E0F-1BB18E4D7280
31-33	100	1984	0	0	0	0	0	0100000US	C9069520-3004-1E17-6049-3CB73E4D90B8
31-33	110	1984	0	0	0	0	0	0100000US	3FCCEFE5-9CA9-8A3C-0024-3969A2FA9ECB
326291	80	1985	0	0	0	0	0	0100000US	1CB26585-6D0C-3862-90FC-0586B07D0CE6
31-33	90	1985	0	0	0	0	0	0100000US	2934EE03-6D3A-6A36-8902-2399FAE280CF
331420	100	1985	0	0	0	0	0	0100000US	576B4670-89B9-92E6-9B97-04137D461A10
31-33	110	1985	0	0	0	0	0	0100000US	00AB0A50-2D25-5451-6FB9-722BDA29934E
31-33	80	1986	0	0	0	0	0	0100000US	37260991-77F0-4FF0-1CE7-FB9F5599159C
311211	90	1986	0	0	0	0	0	0100000US	750F1E6B-307B-855D-34B2-F104556AA1AD
31-33	100	1986	0	0	0	0	0	0100000US	2E58DEE1-8F90-4F26-5872-BD62849E8437
31-33	110	1986	0	0	0	0	0	0100000US	B364297D-5C00-5C77-1DFD-D820CBB86933
321920	80	1987	0	0	0	0	0	0100000US	009212EB-8D14-60EE-0271-342316BC6ADA
31-33	90	1987	0	0	0	0	0	0100000US	17A2848C-2C28-494D-7C0A-00EB1EA8A0E4
324121	100	1987	0	0	0	0	0	0100000US	03E536E5-6D32-6E98-650E-14DF8611934D
31-33	110	1987	0	0	0	0	0	0100000US	AF8D532B-29DB-7B31-A18E-8AE3444486EA
311520	90	1988	0	0	0	0	0	0100000US	E5D21405-7D65-0D0C-06A6-1BBA01754616
31-33	100	1988	0	0	0	0	0	0100000US	841EE4AA-6C30-554B-55EF-98C2F7155FCE
315220	110	1988	0	0	0	0	0	0100000US	FDA071B1-27D1-2770-8A76-BE8870DE28E8
31-33	90	1989	0	0	0	0	0	0100000US	E1BB9C8E-1429-05C8-6517-AF7F2D5A5682
31-33	100	1989	0	0	0	0	0	0100000US	FAD1A993-5A1D-788F-282A-0CE77894942A
315240	110	1989	0	0	0	0	0	0100000US	846DE4F6-09F4-81AB-8BF0-97C4078F0B5B
316998	90	1990	0	0	0	0	0	0100000US	15FD955D-5415-2559-1608-5CDF49B74082
327320	100	1990	0	0	0	0	0	0100000US	61EB79ED-5269-0D00-7299-3DCBEACA8737
327320	110	1990	0	0	0	0	0	0100000US	CB165526-7337-9B5F-6849-FDD4391A9A17
31-33	90	1991	0	0	0	0	0	0100000US	D81BB5B4-0E19-0B4D-166A-342CE2DC0E90
31-33	100	1991	0	0	0	0	0	0100000US	DBD3A5A6-5B8D-842D-10E9-961A2D5D49C6
326291	110	1991	0	0	0	0	0	0100000US	F02A7D6C-31B4-3221-60F4-9CA3337428AB
31-33	90	1992	0	0	0	0	0	0100000US	A159AC61-823A-7183-17EC-0E92BB3A7E65
331420	100	1992	0	0	0	0	0	0100000US	57F63CF6-847A-968F-A259-80D5572800B2
31-33	110	1992	0	0	0	0	0	0100000US	4C2D728F-A60A-1AAE-1FB9-C481DB6330B4
31-33	100	1993	0	0	0	0	0	0100000US	5EA5D932-1534-2012-2D62-6FFC0D4D1D06
311211	110	1993	0	0	0	0	0	0100000US	8F5B52EE-236E-6C92-03FA-21F6E7D08851
31-33	100	1994	0	0	0	0	0	0100000US	0A99F672-97AB-0E23-6F21-78DFF7EA6406
31-33	110	1994	0	0	0	0	0	0100000US	DB62FC38-8847-3988-683F-4CC44A4F7159
321920	100	1995	0	0	0	0	0	0100000US	A170CB39-2E97-6BE0-738B-9737DABB85B7
31-33	110	1995	0	0	0	0	0	0100000US	51CC4B4F-4012-07FB-A410-45A31EE0176B
324121	100	1996	0	0	0	0	0	0100000US	BF841234-4801-0A7C-4EAC-81C7AC670AD5
31-33	110	1996	0	0	0	0	0	0100000US	9BD1E1F9-338F-4928-808D-B7CF47FA4234
311520	100	1997	0	0	0	0	0	0100000US	EF139421-7944-58A1-4871-A42F377E25BF
31-33	110	1997	0	0	0	0	0	0100000US	F9C82E8F-1BBA-8EE3-1D32-276EC03C913C
315220	110	1998	0	0	0	0	0	0100000US	7CF983EA-2157-19A5-044E-21E5438B9790
31-33	110	1999	0	0	0	0	0	0100000US	D4C44D3E-1BFF-8B1B-7CE8-3E03DBB79BCD
31-33	110	2000	0	0	0	0	0	0100000US	67011D81-8866-4DE7-25A4-D670A6AF54ED
315240	110	2001	0	0	0	0	0	0100000US	D9FBDE41-0F53-4240-3DED-B1E8F3F835F2
316998	110	2002	0	0	0	0	0	0100000US	52D23D42-7DE2-0818-5A9B-EA404C1853B0
327320	1	1978	262447	309140	18118738	34851	28289	0100000US	005D5A8E-A43C-64DF-5816-6F53FBA8431B
327320	10	1978	29792	31122	529706	31122	0	0100000US	5DA53137-0728-645F-5C22-CD8A55A48381
31-33	20	1978	24221	26244	707947	0	7227	0100000US	B1C62D01-2F66-2467-51DA-F139C0B8371C
31-33	150	1978	212577	251774	16881085	3729	21062	0100000US	E765E88F-208D-4494-0696-E1A2F5581B94
326291	1	1979	255685	302989	18901965	31115	33510	0100000US	50CD6991-75DE-61F0-24B6-500CCDB6A1FB
31-33	10	1979	25378	26762	514434	26762	0	0100000US	0FEE0C9E-9A64-6809-9F1F-6D5887806651
331420	20	1979	21941	23082	560436	0	7932	0100000US	76DF56AB-47E1-43D2-4CFE-0DFE2F7717E9
31-33	30	1979	20309	22112	723763	744	4640	0100000US	7B0BE938-5D41-346A-0EF6-BE7D26BD90F8
31-33	150	1979	193856	231033	17103332	3609	20938	0100000US	34DDF403-A4D3-7C73-449A-00ACA13A5F2B
311211	1	1980	255012	303608	18745186	31566	30687	0100000US	A74EA0F7-734D-2110-632F-FF49B15665C3
31-33	10	1980	25937	27369	568271	27369	0	0100000US	3A9A4681-9C12-650E-0D59-6DEE661181F3
31-33	20	1980	19240	20430	502320	0	6386	0100000US	B237C8C6-9EAA-4990-9979-489D3839104C
321920	30	1980	18523	19539	529783	687	4280	0100000US	5CD3EE8D-6227-07D8-36FA-23266E886AB1
31-33	40	1980	17856	19489	689495	604	3235	0100000US	0C6BA73C-50D1-99F2-36D8-3854055E8A7B
324121	150	1980	180733	216781	16455317	2906	16786	0100000US	D922CF4E-870A-31ED-003C-B0A804D679BD
31-33	1	1981	270724	319525	18217604	40425	25442	0100000US	B14F6DF8-6E81-21C0-150D-821EB5E4213B
311520	10	1981	29603	31078	626500	31078	0	0100000US	E387FB54-5982-7BC9-A658-C2A787DB1AA9
31-33	20	1981	20860	22110	571237	0	5267	0100000US	02801305-6CEA-4ACA-A6AF-D6CC5A9F9CC3
315220	30	1981	17626	18656	477791	1064	3090	0100000US	92F94FAB-706F-7B51-6917-F823B9BE9148
31-33	40	1981	18227	19113	507369	1863	2467	0100000US	D776E0C0-8C75-0890-3F23-6E9EB46BA575
31-33	50	1981	17036	18459	652877	977	2157	0100000US	D50E21A1-781E-5324-0317-61FBF4A715D8
315240	150	1981	176113	210109	15381830	5443	12461	0100000US	728559E8-58D3-2690-21BF-332058DD1962
316998	1	1982	271895	320897	17478675	30855	30404	0100000US	041F660F-60A9-763D-441B-6683B4D0515D
327320	10	1982	24924	26177	572388	26177	0	0100000US	1DD31D09-1735-A07E-948F-BE2888C01207
327320	20	1982	23709	25014	629553	0	6153	0100000US	B7A4BCCD-1E2D-6C5B-A774-4BE422078DBB
31-33	30	1982	18341	19459	537226	837	3493	0100000US	9B046A0C-0D16-1C13-08B0-AFFBED725D38
31-33	40	1982	15723	16614	448381	618	2628	0100000US	DA268692-9202-1103-5A84-D991CAAE6E92
326291	50	1982	16488	17281	470465	509	2330	0100000US	4BDA4441-088E-91CB-6265-0F30F86AA557
31-33	60	1982	15741	17040	612218	493	2196	0100000US	49498EA7-A5FD-4C0E-14BA-6BC030B93318
331420	150	1982	167235	199312	14208444	2221	13604	0100000US	4581F59E-0801-5FE9-719A-FD8C6D495852
31-33	1	1983	272876	320871	16278683	30365	30275	0100000US	7A6F7ED6-3E15-9876-6FB1-7FE14DC93326
31-33	10	1983	25293	26451	478813	26451	0	0100000US	D049DDEE-3ABD-3FD3-917F-3FCE101E48A9
311211	20	1983	19702	20787	527433	0	5366	0100000US	123250E1-8B73-018B-8A86-C10A772C04F1
31-33	30	1983	20540	21708	578408	565	3862	0100000US	DB7B1582-01D8-10F5-A15A-3797866E7B9C
31-33	40	1983	16117	17098	489945	451	2785	0100000US	FF0EF1A3-532F-805B-51E9-D96C4CB37A56
321920	50	1983	14163	14933	401813	384	2069	0100000US	DE7F4DE3-05B7-1762-823B-FDEC425A56BA
31-33	60	1983	15034	15743	441141	377	1916	0100000US	267F5798-1813-779D-8B63-14DE02FC853E
324121	70	1983	14477	15624	536079	358	1772	0100000US	BB028DCE-469D-0E04-612C-57F1A2127890
31-33	150	1983	158757	188527	12825051	1779	12505	0100000US	F64F038B-7BD9-4B5D-7B75-DB1241BA0A2F
311520	1	1984	274067	321880	17380723	30331	28916	0100000US	3A3DAD10-41F1-0238-947A-25DE4ECA8CE9
31-33	10	1984	24885	26315	555621	26315	0	0100000US	F3B5829B-86DD-28B5-868D-6A3C61DB6EDC
315220	20	1984	19924	20897	492000	0	5326	0100000US	48218939-9513-1951-2515-C8B3F7DD17F8
31-33	30	1984	17013	17973	551127	526	3352	0100000US	86CCA73E-3DE5-2E3F-1EE7-38396979400D
31-33	40	1984	18424	19461	620551	453	2683	0100000US	1787BC32-5098-9A19-735B-E957207542D9
315240	50	1984	14653	15505	513220	402	1996	0100000US	8ED43716-3971-1231-36BA-800AA6F6789B
316998	60	1984	12987	13693	424068	319	1534	0100000US	F5DDFE42-7684-2DEB-8EB4-CC175AE47728
327320	70	1984	26971	29032	1023191	678	2960	0100000US	7C0FBA5B-9337-2F33-84E8-773D858A81BD
327320	150	1984	151010	179004	13200945	1638	11065	0100000US	FCC53BFC-7294-4A43-78D4-032CECA46F87
31-33	1	1985	282402	329831	17440468	39765	31389	0100000US	11F7085F-5B9A-1B43-43BC-05AC415122F9
31-33	10	1985	33652	35369	735652	35369	0	0100000US	64AC256F-952D-80D5-7606-0E18918E783F
326291	20	1985	19808	21045	537693	0	5326	0100000US	9F53EE98-6E46-8F37-8A6E-3AF0AFD64752
31-33	30	1985	17134	17993	470036	559	3475	0100000US	F43CFC6E-05BE-7902-62A4-046F61AF7479
331420	40	1985	15129	15989	530536	474	2457	0100000US	740AA7C4-13DE-22BD-A466-7284A124870F
31-33	50	1985	16822	17765	606329	481	2157	0100000US	E8CF8DFF-37CF-1E81-7F61-8BDD484C1DDD
31-33	60	1985	13431	14187	500595	375	1702	0100000US	2692AB56-6C7F-83BE-279F-22C5A0AC0B6E
311211	70	1985	36531	39485	1394853	995	4183	0100000US	4DC219E3-9848-7AD9-7AC3-6C40004D489E
31-33	150	1985	141985	167998	12664774	1512	12089	0100000US	96D6D104-8A2F-2A09-5161-B3C69D0955A1
31-33	1	1986	281621	328891	16991715	34124	33439	0100000US	D88B86B9-A011-841F-10B6-BB03FE0534AE
321920	10	1986	28849	30422	678226	30422	0	0100000US	EB4868B4-4149-9263-1755-20539B9425BC
31-33	20	1986	25699	27183	703752	0	7982	0100000US	0C731574-96AB-1396-8357-4DB041DE20AD
324121	30	1986	17175	18289	524129	525	3329	0100000US	1E7812EA-3960-03AC-6D16-CF7EEC490CC8
31-33	40	1986	15082	15839	439562	409	2472	0100000US	B89280EB-6CAD-8CEB-383E-5550750A31D7
311520	50	1986	13488	14255	481567	315	1939	0100000US	37D162B2-17B1-27F3-745A-6E42EC292C62
31-33	60	1986	15260	16080	564360	319	1924	0100000US	5D1A5FC2-6391-607B-8D32-4C6A0DE557BF
315220	70	1986	45265	49274	1788539	913	5101	0100000US	F2EB56FF-44E1-6A64-1777-F4C746302154
31-33	150	1986	133279	157549	11811580	1221	10692	0100000US	15FC2F1A-341B-9EDB-0E2D-CEBAD678044B
31-33	1	1987	282101	328603	16628758	34938	34439	0100000US	7148BA16-A2C4-49A7-8FC2-AF85FF8D2008
315240	10	1987	29101	30401	572324	30401	0	0100000US	DADCB3A2-34A9-36C4-5534-A115A5611BEA
316998	20	1987	22842	24133	658590	0	6462	0100000US	4CB848FB-5A4E-02DB-3641-614E9802305A
327320	30	1987	22368	23649	649587	831	4389	0100000US	9FADCAA1-2803-6AA2-92A4-9D57BBF40914
327320	40	1987	15265	16261	498994	518	2497	0100000US	304D5B0B-6187-4F54-4948-057E10475D8B
31-33	50	1987	13427	14098	415158	342	2044	0100000US	2592373F-00AC-853B-4E29-49F0D1F9830B
31-33	60	1987	12262	12936	463021	314	1643	0100000US	F482387C-72F9-40D1-3AE9-0BC77DFD6691
326291	70	1987	55249	60307	2256877	1233	6332	0100000US	13E18343-A525-12E8-1603-AF0AA61178DE
31-33	150	1987	124594	146818	11114207	1299	11072	0100000US	46791813-80EC-8160-6CD6-7A6F69E12A76
331420	1	1988	288204	335732	17128298	36593	31286	0100000US	6C91802D-1196-0681-2E8B-90A565AB7823
31-33	10	1988	29731	31893	738248	31893	0	0100000US	5E94198B-A705-2198-3CD0-4C55BB4B8A21
31-33	20	1988	22963	24090	571285	0	6364	0100000US	493E5490-937F-7701-0A93-78A461017D40
311211	30	1988	20856	22073	716206	781	3872	0100000US	134FFA99-21A2-091D-14EE-AB90271B4929
31-33	40	1988	19943	21128	651923	595	3153	0100000US	77B5B8EF-4C67-A6B6-1EF7-C614EBA232A8
31-33	50	1988	13799	14707	487561	350	1946	0100000US	9010C843-77FC-2692-A23A-BD701BBF6C4C
321920	60	1988	12424	13042	416890	329	1486	0100000US	E87BE4B4-0028-17A3-416A-3D315A4E4714
31-33	70	1988	53211	57757	2228293	1190	5287	0100000US	9F5025FC-18A5-99AB-33DE-32DF837862D1
324121	80	1988	10257	10932	468624	184	837	0100000US	2C67F9F8-7F3A-915C-4CC2-081F1CCE6F48
31-33	150	1988	119221	140110	10849268	1271	8341	0100000US	392195A8-898D-3D0D-809E-21B54A66A14C
311520	1	1989	291626	339124	17352837	35276	31821	0100000US	A90AAFE8-3266-52BF-3C67-3B0EE852370B
31-33	10	1989	29580	31000	609630	31000	0	0100000US	42488FDE-8DDD-0C61-102E-A613587924D5
315220	20	1989	24002	25828	743283	0	6118	0100000US	A11F14E8-6E57-47A7-1A62-3A77B8237D2D
31-33	30	1989	19946	20974	573757	552	3719	0100000US	6EAE1425-637D-4ABC-6523-A38A6FF24107
31-33	40	1989	18664	19753	709108	529	2867	0100000US	91019CA0-9878-1FAA-4F7F-CFD40F4F8386
315240	50	1989	18094	19181	631562	466	2411	0100000US	CC159098-1F1B-850D-9E03-25782D6F217F
316998	60	1989	12543	13359	480972	291	1667	0100000US	712CFFE8-1FFC-122A-44CD-00D788740DB1
327320	70	1989	51385	55696	2212877	1009	5282	0100000US	1AC02376-9851-354A-2181-E9EF8AFF7C0A
327320	80	1989	19273	20538	862465	361	1580	0100000US	549DA19B-0C23-81C1-A6BD-0CCC78302016
31-33	150	1989	113055	132795	10529183	1068	8177	0100000US	32EF32D6-211E-8BD4-46EE-171FDD026DE3
31-33	1	1990	293873	341704	17081635	33808	30900	0100000US	D9B354E3-0D56-90CA-563B-53C0008D772D
326291	10	1990	28180	29426	500173	29426	0	0100000US	989B4E77-30EC-206B-6D2B-6F91D85D4CF0
31-33	20	1990	23748	25001	601457	0	5943	0100000US	97B2803D-9236-68BE-7C0E-F7D4ACBD287A
331420	30	1990	20877	22546	703756	617	3935	0100000US	B2F93C45-A0A8-3E18-4BBF-D4CF7F6A1BD6
31-33	40	1990	17806	18770	557428	529	2729	0100000US	D8B0C974-7EB2-56C4-A31C-FC9C53856EE1
31-33	50	1990	16966	17964	676586	423	2200	0100000US	B5EDDD71-88A2-108F-06EC-30FEF19F0B15
311211	60	1990	16484	17493	613137	373	2053	0100000US	3913493D-66A1-1CA8-8F45-71B4E15C1306
31-33	70	1990	51371	55802	2209750	1088	4951	0100000US	94601286-7DD5-62AC-5309-6B13064A522D
31-33	80	1990	26222	28176	1178011	394	2100	0100000US	347B4358-0AC1-7070-3827-E32037094A1C
321920	150	1990	107688	126526	10041337	958	6989	0100000US	02FBB865-2E11-1AC9-4255-7FAF233C8456
31-33	1	1991	294523	341921	16099387	29948	33860	0100000US	4B6A7D84-5B1E-7244-7ECD-D066D3508B7D
324121	10	1991	24830	25891	422275	25891	0	0100000US	52C5FBC2-9279-8760-36BA-8C02B8807AA7
31-33	20	1991	21308	22377	481313	0	5966	0100000US	B621F893-4556-0F98-4161-BC4571520C60
311520	30	1991	19743	20872	544395	535	3932	0100000US	FD6859AC-68CD-051C-3855-F7A1B8E71963
31-33	40	1991	18223	19689	635846	462	3125	0100000US	C5CC335F-617A-2FAF-94A7-E1E95D45769A
315220	50	1991	16313	17190	506043	416	2343	0100000US	1377056D-82DE-3CB9-55A8-6D8E50A587A8
31-33	60	1991	15893	16810	621237	338	1954	0100000US	3DEAC582-5534-7C8E-3F2C-F9C2CA6A3C4B
31-33	70	1991	55990	60680	2228746	1078	5811	0100000US	38DAA3B8-8BB9-A747-44FD-F208F672649D
315240	80	1991	34097	36776	1457927	486	2900	0100000US	BAFBAC7D-69F8-31F6-1E1C-5FCEF3CC1006
316998	150	1991	103876	121636	9201605	742	7829	0100000US	81F9361C-7D4C-0C2F-8B4B-4B06B1C6653A
327320	1	1992	286929	333232	15893415	27866	32790	0100000US	BCB9C12D-A30E-5DA1-3350-C430DEFC23FC
327320	10	1992	23043	23780	409965	23780	0	0100000US	E754B605-9649-36D5-5F4F-033BE6776DC3
31-33	20	1992	19390	20304	418710	0	5526	0100000US	D9A1B6EC-6326-0A2A-921A-36E90F434754
31-33	30	1992	18216	19161	460554	567	3734	0100000US	DC130824-1C57-55B5-0676-1BD26F66323D
326291	40	1992	17454	18419	515877	488	2900	0100000US	0B8A51E3-7F43-7728-8DED-DBA0C9428B5B
31-33	50	1992	16265	17551	610261	387	2498	0100000US	9D426121-3767-6098-42EB-B369BC380424
331420	60	1992	14655	15451	491748	335	1929	0100000US	FDE6DA45-5DCE-0458-3A4D-C218C4860E5B
31-33	70	1992	55464	60228	2309444	1039	5945	0100000US	A3A38FFA-51A9-8E45-8C6D-0BFEE26B23DC
31-33	80	1992	41379	44826	1859660	560	3541	0100000US	C3ABE49A-63B9-A0F9-321D-EA313AA90C6B
311211	150	1992	96800	113512	8817196	710	6717	0100000US	8C263407-9418-2D14-9C1C-092C314E58D2
31-33	1	1993	289102	334916	15903383	30036	28765	0100000US	64FC8F7D-0E5E-1314-3125-DC71FBBA49EF
31-33	10	1993	24750	25631	434536	25631	0	0100000US	2A8FC91E-530A-5F2E-0C4E-C042425A4DDA
321920	20	1993	18436	19135	434846	0	4762	0100000US	CA4F0408-9002-65F9-1964-2CFE385708A8
31-33	30	1993	16888	17725	405799	467	3102	0100000US	971CCDAE-39C2-9CB3-2FB9-40F33EE0A353
324121	40	1993	16356	17209	451866	493	2484	0100000US	168759F6-21DF-3D85-3D97-45ABDEED5C58
31-33	50	1993	15988	16864	505325	432	2060	0100000US	A09DA084-9675-A644-7C92-06B75C2316C4
311520	60	1993	14999	16173	592704	370	1832	0100000US	CC0E67E6-28E4-7A6C-3A62-A1099E244FCE
31-33	70	1993	57190	62203	2338570	1178	5430	0100000US	ACD5C6B5-39CD-84FC-2539-755EF1A504E5
315220	80	1993	39938	43064	1831404	612	2955	0100000US	2C481668-4D5F-22BC-9A8A-1EDA546C2997
31-33	90	1993	7869	8359	390385	108	553	0100000US	9DF2EDFF-16BB-0227-7A02-FB50BB652AD4
31-33	150	1993	92735	108553	8517948	745	5587	0100000US	F73CE8AC-5182-7BA0-A265-DD04B6D6574C
315240	1	1994	291221	337397	16076631	30364	28620	0100000US	BFD6F9FC-6703-82C9-01E7-5A51DB219863
316998	10	1994	25248	26237	451633	26237	0	0100000US	87AB3845-775A-5218-5BF2-E79C25EC4EA3
327320	20	1994	19706	20496	439819	0	5141	0100000US	1B2775FF-4535-2A81-5E7A-D8FFFB8D31F6
327320	30	1994	16456	17077	479033	434	2986	0100000US	70916BF9-1E94-35D6-1F91-BEC9C6202F79
31-33	40	1994	15106	15861	378681	398	2224	0100000US	D85FBBA1-5D71-11B8-5A1D-5D5665B49B48
31-33	50	1994	14823	15594	436221	390	1984	0100000US	38A2CFE3-344F-5D92-1F52-52E13ACE0353
326291	60	1994	14701	15505	492428	348	1684	0100000US	DBCF9B1E-6150-16CE-5C52-4EC2D15B084D
31-33	70	1994	59107	64777	2543842	1155	5543	0100000US	B39891F6-5EA7-03F9-8102-7949955A0BF1
331420	80	1994	38668	41789	1837717	503	2857	0100000US	2C573EA7-312C-56B6-A111-6F04F0799D5F
31-33	90	1994	14852	15734	711790	192	1028	0100000US	4EAE806B-23EB-6B9F-2F77-3DA37A0381C4
31-33	150	1994	89124	104327	8305467	707	5173	0100000US	F60BEBC0-405F-460D-5F74-9CB83DA9879C
311211	1	1995	293001	339281	16497873	30375	27315	0100000US	8AFFA711-0D91-9E2A-8532-CCBF34A29EDA
31-33	10	1995	25264	26296	439877	26296	0	0100000US	D15B2207-3FE6-0E30-5709-0921EDF0089B
31-33	20	1995	20286	21156	472525	0	4873	0100000US	2BE6127D-6590-3DC6-06C7-D30F649237B8
321920	30	1995	17014	17753	435729	500	3149	0100000US	85D26E8E-6751-74D3-1D92-95B4ED2360FD
31-33	40	1995	14761	15307	485160	402	2140	0100000US	CED54EE7-6391-87D1-4829-45A10C6F6E3B
324121	50	1995	13703	14372	386968	316	1748	0100000US	966C23CB-9420-8D67-21B5-359678533B75
31-33	60	1995	13674	14374	445652	329	1523	0100000US	3828295D-25B4-6315-3A09-4D8A0CD18B60
311520	70	1995	60391	66242	2659242	1164	5403	0100000US	BD9C99BD-107E-8F92-36A9-F891F9158E61
31-33	80	1995	38804	42017	1931353	541	2586	0100000US	E18F2806-0EDA-2BBE-1BEC-47C149F82FF7
315220	90	1995	20420	21803	1029411	241	1240	0100000US	EE357523-6975-8C0C-225C-38E2285C33B2
31-33	150	1995	85435	99961	8211956	586	4653	0100000US	8D545B57-47EC-0D4E-85A1-F550A4E89C32
31-33	1	1996	292240	338408	16134500	28635	28370	0100000US	F1A98372-6E70-4EF5-7BC9-A2C08EC48D3F
